,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
571,Wout Weghorst,28,Forward,Wolfsburg,2740,1467,1273,Netherlands,32,17,15,16,5,11,3,3,0,4,0,8,4,4,38,18,20,7,0,0.62,0.1,0.53,0.31,0.78,171,1.25,72,86,391,913,0.23,19,164,-1,1,0.5,0.1,1.4,0.9,0.5,0.1,0,16,3,2.7,1.2,0.6,1.3,0.6,1.3,2.6,3,1.2,24.5,63.1,0.1,0.3,0
572,Xaver Schlager,23,Midfielder,Wolfsburg,1724,875,849,Austria,23,11,12,1,1,0,2,1,1,0,0,5,2,3,24,10,14,4,0,0.16,0.1,0.05,0.1,0,1724,1.25,72,75,431,862,0.21,210,168,-1,11,2,0.7,1.4,0.4,1.3,0.1,0,1,2,1.4,0.7,0.9,1,0,2,1.4,2,0.7,28.3,76.5,0.1,1.2,0
573,Yann Sommer,32,Goalkeeper,Borussia M'gladbach,3060,1530,1530,Switzerland,34,17,17,0,0,0,0,0,0,0,0,7,3,4,34,17,17,0,0,0,0,0,0,0,0,1,90,90,0,0,0,385,384,21,16,0,0,0,0.6,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,40.5,80.7,0,7.2,0
574,Yannick Gerhardt,27,Defender,Wolfsburg,819,484,335,Germany,18,9,9,2,1,1,0,0,0,0,0,7,4,3,11,3,8,1,0,0.22,0,0.22,0.19,0.27,410,1.21,74,46,819,0,0.11,98,346,41,9,1.6,0.7,0.6,0.4,0.8,0.2,0,2,0,0.6,0.3,0.3,1,0.1,0.4,0.7,0,0.3,20.4,78.2,0.1,1.2,0.1
575,Yannik Keitel,21,Midfielder,Freiburg,174,66,108,Germany,3,1,2,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,1.55,58,58,0,0,0,-1,-1,-1,26,0.7,1.3,1.7,1.3,2,0.3,0,0,0,0.7,0.3,0.7,0.3,0,0.3,1.7,0,0.3,19.3,81,0,1.7,0
576,Yoric Ravet,31,Midfielder,Freiburg,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,Yunus Mallı,29,Midfielder,Union Berlin,678,239,439,Turkey,13,4,9,0,0,0,1,1,0,0,0,2,1,1,13,3,10,1,0,0.13,0.13,0,0,0,0,1.73,52,52,678,678,0.13,370,122,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Yussuf Poulsen,26,Forward,RB Leipzig,1216,624,592,Denmark,22,11,11,5,4,1,6,2,4,0,0,6,1,5,12,8,4,2,0,0.81,0.44,0.37,0.58,0.15,243,0.89,101,55,608,203,0.15,50,8,-1,6,0.6,0.2,1.3,0.7,0.8,0,0,5,6,1.5,0.8,0.7,1.3,0,1.1,2.5,6,0.8,14.6,68.2,0.1,0.1,0
579,Yūya Ōsako,31,Forward,Werder Bremen,1859,1066,793,Japan,28,15,13,8,5,3,2,2,0,0,0,4,1,3,41,22,19,2,0,0.48,0.1,0.39,0.42,0.34,232,1.98,45,66,930,930,0.1,48,152,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Yvon Mvogo,26,Goalkeeper,RB Leipzig,180,0,180,Switzerland,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,22,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,35.5,85.9,0,3.5,0
581,Zack Steffen,26,Goalkeeper,Fortuna Düsseldorf,1530,720,810,USA,17,8,9,0,0,0,0,0,0,0,0,2,2,0,36,14,22,0,0,0,0,0,0,0,0,2.12,43,90,0,0,0,333,335,138,18,0,0,0,0.6,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,30.2,65,0,9.2,0
582,Łukasz Piszczek,35,Defender,Borussia Dortmund,2109,1179,930,Poland,29,16,13,1,1,0,3,2,1,0,0,13,8,5,26,15,11,3,0,0.17,0.13,0.04,0.08,0,2109,1.11,81,73,703,703,0.13,219,130,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
