,Player,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
1597,Luke Ayling,2.8,0.9,0.8,2.0,0.9,0.0,0.0,0.0,0.6,0.7,1.1,1.4,0.1,0.6,1.4,0.0,0.7,62.7,79.0,0.4,4.6,0.1
1598,Luke Shaw,1.4,0.6,1.3,1.2,0.3,1.0,1.0,5.0,0.3,2.3,1.1,0.9,0.1,0.7,0.8,5.0,2.3,50.3,85.0,1.8,0.9,0.0
1599,Luke Thomas,1.6,1.1,0.7,1.4,0.1,0.0,1.0,0.0,0.5,0.5,0.4,1.1,0.0,0.9,1.1,0.0,0.5,28.9,71.6,0.2,0.7,0.0
1600,Lukás Haraslín,0.6,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.9,0.6,0.4,1.3,0.1,0.2,0.8,0.0,0.6,8.4,75.2,0.2,0.1,0.0
1601,Lukás Hrádecky,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,41.7,74.8,0.0,7.7,0.0
1602,Luuk de Jong,0.3,0.1,0.6,0.4,0.1,0.0,4.0,0.0,0.9,0.3,0.3,0.9,0.3,0.4,1.0,0.0,0.3,9.9,72.8,0.0,0.1,0.0
1603,Lyanco,0.9,2.0,1.0,3.1,1.1,0.0,0.0,0.0,0.5,0.3,0.8,0.6,0.0,0.2,0.4,0.0,0.3,54.4,85.9,0.0,4.8,0.0
1604,Lys Mousset,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.4,0.3,0.4,0.2,0.4,0.8,1.1,0.0,0.3,4.0,77.3,0.0,0.2,0.0
1605,László Bénes,0.7,0.6,1.0,0.1,0.2,0.0,1.0,1.0,0.7,0.8,0.2,1.4,0.0,0.5,1.2,1.0,0.8,19.0,68.4,0.8,0.7,0.0
1606,László Bénes,0.9,0.3,0.0,0.1,0.0,0.0,0.0,1.0,0.3,0.6,0.0,0.7,0.0,0.3,0.0,1.0,0.6,13.7,79.2,0.7,0.1,0.0
1607,Léo Duarte,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,0.0
1608,Léo Dubois,1.0,0.9,0.6,1.3,0.2,0.0,2.0,4.0,0.5,1.8,0.8,0.9,0.1,0.4,1.2,4.0,1.8,47.2,83.0,1.7,1.9,0.0
1609,Léo Sena,1.4,0.7,0.4,0.2,0.3,0.0,0.0,0.0,0.1,0.1,2.3,3.8,0.0,0.7,0.6,0.0,0.1,38.1,88.7,0.1,5.3,0.0
1610,M'Bala Nzola,0.5,0.1,2.2,0.8,0.0,0.0,11.0,3.0,1.8,0.9,1.1,1.1,1.0,1.6,3.3,3.0,0.9,18.4,84.3,0.0,0.7,0.0
1611,M'Baye Niang,0.3,0.1,1.4,0.2,0.0,0.0,1.0,0.0,1.2,0.2,0.1,1.2,0.0,0.7,2.1,0.0,0.2,8.7,65.4,0.0,0.0,0.0
1612,Mads Pedersen,1.7,1.0,1.0,1.8,0.2,0.0,0.0,0.0,0.1,0.8,0.9,0.9,0.0,0.7,1.3,0.0,0.8,20.0,71.3,0.5,1.3,0.0
1613,Mahamadou Doucouré,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.7,1.0,0.0,0.0,3.7,81.8,0.0,0.0,0.0
1614,Mahamé Siby,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,1.6,81.8,0.0,0.1,0.0
1615,Mahdi Camara,2.7,2.1,1.3,1.4,0.3,0.0,3.0,2.0,0.6,0.6,0.8,1.1,0.0,0.6,1.1,2.0,0.6,42.9,86.4,0.3,1.9,0.0
1616,Mahmoud Dahoud,1.4,0.9,1.3,0.4,0.2,0.0,1.0,1.0,0.8,0.5,1.0,0.9,0.0,1.0,1.1,1.0,0.5,43.6,86.4,0.0,2.8,0.1
1617,Majeed Waris,0.1,0.1,0.5,0.1,0.0,0.0,1.0,0.0,0.7,0.1,0.4,1.3,0.1,0.8,1.3,0.0,0.1,8.5,81.9,0.1,0.1,0.0
1618,Makoto Hasebe,1.5,1.1,0.8,2.3,0.4,0.0,0.0,0.0,0.1,0.2,0.2,1.2,0.0,0.4,0.6,0.0,0.2,57.3,88.4,0.1,3.1,0.0
1619,Malick Thiaw,2.2,1.7,1.4,3.7,0.6,1.0,1.0,0.0,0.4,0.1,0.1,0.4,0.1,0.2,0.7,0.0,0.1,38.5,80.2,0.0,1.8,0.0
1620,Malik Sellouki,0.0,0.5,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.8,0.0,0.0,5.8,73.9,0.0,0.0,0.0
1621,Malo Gusto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,Mama Baldé,0.8,0.1,1.3,0.9,0.0,0.0,7.0,0.0,2.0,0.3,0.7,1.4,0.6,1.9,3.2,0.0,0.3,16.1,69.7,0.0,0.4,0.0
1623,Mamadou Coulibaly,3.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.3,0.3,1.3,2.0,0.0,0.7,25.7,75.3,0.3,1.3,0.3
1624,Mamadou Fofana I,1.6,1.1,0.8,2.2,0.1,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.2,0.4,0.0,0.1,28.3,83.2,0.0,1.7,0.0
1625,Mamadou Sakho,0.8,0.8,0.5,2.8,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.8,0.0,0.0,23.0,88.0,0.0,1.0,0.0
1626,Mamor Niang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0
1627,Manolo Gabbiadini,0.1,0.2,0.8,0.3,0.1,0.0,3.0,2.0,1.8,0.7,0.2,1.1,0.2,0.3,1.1,2.0,0.7,13.3,75.0,0.1,0.6,0.0
1628,Manolo Portanova,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0,1.5,0.0,1.0,1.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0
1629,Manolo Portanova,1.0,0.3,1.0,0.7,0.3,0.0,0.0,0.0,0.3,0.0,0.7,2.0,0.0,1.3,0.3,0.0,0.0,8.0,75.0,0.0,0.7,0.0
1630,Manu García,0.9,0.5,0.7,0.8,0.0,0.0,0.0,0.0,0.4,0.2,0.2,1.0,0.0,0.3,0.4,0.0,0.2,15.4,69.5,0.0,0.7,0.0
1631,Manu Sánchez,1.7,0.5,1.0,0.7,0.0,0.0,0.0,4.0,0.2,0.9,0.4,0.5,0.0,0.4,1.1,4.0,0.9,25.1,72.6,0.6,0.9,0.0
1632,Manu Sánchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,76.0,0.0,0.0,0.0
1633,Manu Trigueros,1.5,0.5,1.7,0.5,0.1,0.0,1.0,7.0,0.9,1.0,0.8,1.1,0.1,1.0,1.1,7.0,1.0,45.1,86.6,0.2,1.8,0.1
1634,Manu Vallejo,0.6,0.1,0.5,0.1,0.0,0.0,5.0,0.0,0.6,0.2,0.3,0.7,0.1,0.4,1.2,0.0,0.2,8.2,76.8,0.1,0.2,0.0
1635,Manuel Akanji,1.5,1.8,0.8,2.5,0.4,0.0,2.0,0.0,0.7,0.1,0.3,0.6,0.0,0.3,0.3,0.0,0.1,75.6,92.0,0.0,4.5,0.0
1636,Manuel Gasparini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0
1637,Manuel Gulde,1.0,1.4,0.6,2.3,0.6,0.0,2.0,0.0,0.3,0.0,0.1,0.7,0.1,0.1,0.1,0.0,0.0,37.9,87.6,0.0,2.0,0.0
1638,Manuel Lanzini,0.5,0.4,0.4,0.3,0.0,0.0,1.0,1.0,0.7,0.6,0.4,0.6,0.2,0.5,0.8,1.0,0.6,21.8,90.5,0.1,0.5,0.0
1639,Manuel Lazzari,0.8,0.6,0.8,0.8,0.1,1.0,2.0,5.0,0.8,0.9,1.0,1.7,0.1,0.7,1.3,5.0,0.9,26.1,85.0,0.7,0.8,0.0
1640,Manuel Locatelli,2.4,1.5,1.5,1.7,0.4,0.0,4.0,2.0,1.2,1.1,0.8,1.4,0.0,1.0,1.3,2.0,1.1,80.9,88.3,0.3,4.9,0.0
1641,Manuel Neuer,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,34.2,84.2,0.0,6.2,0.0
1642,Manuel Nieto,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,100.0,0.0,0.0,0.0
1643,Manuel Perez,0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,10.8,86.0,0.0,1.3,0.0
1644,Manuel PrietlArminia Bielefeld,2.3,1.6,1.4,0.9,0.3,0.0,1.0,1.0,0.6,0.4,0.7,0.3,0.0,0.4,1.2,1.0,0.4,34.7,79.8,0.0,1.5,0.0
1645,Marash Kumbulla,0.8,1.1,1.2,1.8,0.2,0.0,1.0,0.0,0.3,0.2,0.2,0.7,0.0,0.1,0.3,0.0,0.2,37.3,88.6,0.0,1.4,0.0
1646,Marc Albrighton,1.1,0.5,0.3,0.6,0.1,0.0,1.0,5.0,0.7,1.2,1.2,0.6,0.1,0.9,1.1,5.0,1.2,24.2,73.3,0.7,1.3,0.0
1647,Marc Bartra,1.4,2.1,1.5,3.8,0.3,0.0,0.0,1.0,0.5,0.2,0.4,0.8,0.1,0.1,0.6,1.0,0.2,50.4,80.6,0.0,3.2,0.0
1648,Marc Baró,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,71.4,2.0,0.0,0.0
1649,Marc Cardona,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,8.0,66.7,0.3,0.0,0.0
1650,Marc Cucurella,1.7,1.1,1.9,0.5,0.1,0.0,3.0,2.0,0.7,1.1,0.6,1.6,0.2,1.1,2.2,2.0,1.1,29.8,73.0,0.7,0.8,0.0
1651,Marc Oliver Kempf,1.5,2.1,1.1,2.9,0.8,1.0,2.0,1.0,0.5,0.3,0.6,1.2,0.0,0.5,0.5,1.0,0.3,56.6,82.4,0.1,3.8,0.0
1652,Marc Roca,0.3,0.3,1.0,0.2,0.2,0.0,0.0,0.0,0.5,0.2,0.3,0.3,0.0,0.3,0.5,0.0,0.2,20.7,88.7,0.0,1.0,0.0
1653,Marc-André ter Stegen,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,86.9,0.0,4.6,0.0
1654,Marc-Aurèle Caillard,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,15.0,56.0,0.0,2.4,0.0
1655,Marcel Halstenberg,1.2,0.7,0.7,1.4,0.1,0.0,2.0,2.0,0.6,1.1,0.5,0.4,0.2,0.4,0.5,2.0,1.1,62.6,86.7,0.6,2.3,0.0
1656,Marcel HartelArminia Bielefeld,1.6,1.2,0.2,0.6,0.2,0.0,0.0,0.0,1.0,0.7,0.8,0.7,0.2,0.7,1.0,0.0,0.7,32.6,77.3,0.8,1.2,0.0
1657,Marcel Sabitzer,1.1,1.3,0.8,1.0,0.1,0.0,8.0,3.0,2.2,1.1,0.6,1.3,0.3,0.9,1.3,3.0,1.1,47.4,79.7,0.3,2.6,0.0
1658,Marcelo,1.6,0.6,0.6,0.6,0.1,0.0,0.0,2.0,0.8,1.0,0.8,0.9,0.3,0.3,0.9,2.0,1.0,45.8,82.7,0.8,2.0,0.1
1659,Marcelo,1.3,1.4,1.1,3.5,0.7,0.0,3.0,0.0,0.7,0.2,0.1,0.3,0.0,0.1,0.3,0.0,0.2,60.6,88.2,0.0,3.9,0.0
1660,Marcelo Brozovic,1.6,1.2,1.0,1.1,0.5,0.0,2.0,6.0,0.8,1.4,0.3,0.4,0.0,0.5,0.8,6.0,1.4,66.7,89.6,1.0,4.3,0.1
1661,Marcin Bulka,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,81.0,0.0,3.0,0.0
1662,Marcin Kaminski,0.2,0.2,0.4,2.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,42.0,88.6,0.2,1.4,0.0
1663,Marco Asensio,0.3,0.3,0.2,0.2,0.0,0.0,5.0,2.0,1.1,0.9,0.8,0.8,0.2,0.7,0.9,2.0,0.9,25.5,85.1,0.6,0.9,0.0
1664,Marco Bertini,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
1665,Marco Faraoni,1.9,1.4,1.4,2.2,0.5,0.0,4.0,7.0,1.0,0.7,0.6,1.1,0.3,0.4,1.4,7.0,0.7,34.3,71.6,0.4,2.3,0.0
1666,Marco Festa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,81.5,0.0,9.0,0.0
1667,Marco Friedl,1.6,1.7,1.0,3.4,0.5,0.0,0.0,0.0,0.3,0.3,0.4,0.9,0.0,0.2,0.5,0.0,0.3,51.6,80.4,0.2,5.5,0.0
1668,Marco Höger,0.3,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.3,0.0,0.0,8.7,69.2,0.0,0.0,0.0
1669,Marco John,1.5,1.1,0.4,1.2,0.1,0.0,0.0,0.0,0.4,0.7,1.1,1.0,0.1,0.6,1.3,0.0,0.7,29.0,76.8,0.7,0.6,0.0
1670,Marco Majouga,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.1,0.1,0.1,0.3,0.3,0.0,0.4,4.3,76.7,0.1,0.1,0.0
1671,Marco Parolo,1.2,0.8,1.2,1.6,0.3,0.0,0.0,2.0,0.3,0.2,0.0,0.1,0.1,0.1,0.3,2.0,0.2,19.5,83.2,0.1,1.2,0.0
1672,Marco Reus,1.0,0.4,0.8,0.4,0.1,0.0,8.0,6.0,1.8,1.5,1.3,1.1,0.3,0.8,1.5,6.0,1.5,33.1,81.7,0.4,1.3,0.1
1673,Marco Richter,0.6,0.2,0.7,0.3,0.0,0.0,3.0,1.0,1.9,0.5,1.2,1.2,0.2,1.1,2.1,1.0,0.5,13.8,65.9,0.3,0.9,0.0
1674,Marco Sau,0.3,0.2,0.3,0.1,0.0,0.0,4.0,2.0,0.5,0.8,0.5,0.8,0.0,0.5,1.2,2.0,0.8,9.5,74.4,0.5,0.1,0.0
1675,Marco Silvestri,0.0,0.0,0.1,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,27.0,41.1,0.0,6.5,0.0
1676,Marco Sportiello,0.1,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,20.1,80.1,0.0,3.9,0.0
1677,Marco Verratti,2.5,1.2,1.3,0.1,0.2,0.0,0.0,2.0,0.5,1.1,2.3,2.4,0.0,1.4,1.4,2.0,1.1,84.0,91.7,0.1,2.6,0.0
1678,Marcos Acuña,2.1,0.8,1.5,0.8,0.1,0.0,1.0,2.0,0.6,1.1,1.4,1.1,0.1,1.0,1.3,2.0,1.1,48.0,84.2,1.1,3.3,0.0
1679,Marcos Alonso,1.0,0.9,1.0,2.2,0.1,0.0,2.0,0.0,1.7,1.2,0.7,0.9,0.2,0.7,1.0,0.0,1.2,39.1,82.5,0.2,1.2,0.0
1680,Marcos Llorente,1.9,0.8,1.6,0.6,0.1,0.0,12.0,11.0,1.3,1.2,1.1,1.0,0.2,1.4,1.1,11.0,1.2,33.6,84.6,0.4,1.3,0.1
1681,Marcos Mauro,1.0,0.9,0.5,3.1,0.5,0.0,2.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,20.4,82.6,0.0,1.7,0.0
1682,Marcos de Sousa,0.3,0.1,1.1,0.4,0.1,0.0,4.0,1.0,1.4,0.3,0.6,1.1,0.3,0.7,1.9,1.0,0.3,8.1,60.8,0.0,0.2,0.0
1683,Marcus Coco,1.1,0.6,1.5,0.4,0.1,0.0,0.0,2.0,0.4,0.5,0.7,1.1,0.1,1.1,1.6,2.0,0.5,17.3,72.9,0.3,0.4,0.0
1684,Marcus Ingvartsen,0.6,0.6,1.5,0.3,0.0,0.0,3.0,5.0,1.3,0.7,0.5,1.0,0.2,1.2,2.4,5.0,0.7,20.3,74.1,0.4,0.6,0.0
1685,Marcus Rashford,0.5,0.2,0.7,0.3,0.1,0.0,11.0,9.0,2.1,1.2,2.2,1.1,0.7,1.4,2.1,9.0,1.2,32.1,82.1,0.2,0.9,0.0
1686,Marcus Thuram,0.8,0.5,1.3,0.3,0.1,0.0,8.0,2.0,2.0,0.6,1.6,1.3,0.6,1.2,2.2,2.0,0.6,19.0,71.4,0.1,0.2,0.0
1687,Marek Rodák,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,80.5,0.0,4.0,0.0
1688,Marek Suchy,0.8,0.8,1.0,1.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,28.6,88.1,0.2,1.0,0.0
1689,Mariano,0.3,0.0,0.5,0.2,0.1,0.0,1.0,0.0,0.9,0.1,0.4,0.3,0.8,0.9,0.8,0.0,0.1,6.6,69.5,0.0,0.1,0.0
1690,Marin Pongracic,1.3,1.1,1.2,2.7,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,32.0,85.0,0.0,3.1,0.0
1691,Mario Gaspar,2.2,1.2,0.8,1.7,0.2,0.0,0.0,2.0,0.6,0.5,0.4,0.4,0.0,0.2,0.8,2.0,0.5,35.4,82.5,0.4,1.4,0.0
1692,Mario Hermoso,1.8,1.2,1.0,2.0,0.3,1.0,1.0,1.0,0.6,0.3,0.3,1.0,0.1,0.3,0.8,1.0,0.3,57.1,84.2,0.1,3.1,0.0
1693,Mario Lemina,2.2,1.1,1.1,0.7,0.2,0.0,1.0,0.0,0.7,0.4,0.9,0.5,0.0,0.8,0.9,0.0,0.4,31.7,83.5,0.0,1.7,0.0
1694,Mario Mandzukic,0.7,0.2,0.9,0.3,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.2,0.2,0.1,0.1,0.0,0.2,4.9,71.4,0.0,0.1,0.0
1695,Mario Pasalic,1.0,0.3,0.8,0.2,0.0,0.0,6.0,2.0,0.8,0.7,0.4,0.4,0.0,0.7,1.0,2.0,0.7,26.5,86.1,0.0,1.4,0.0
1696,Marius Bülter,0.6,0.5,0.5,0.3,0.1,0.0,1.0,0.0,0.7,0.5,0.4,0.6,0.1,0.4,1.1,0.0,0.5,10.0,66.4,0.4,0.2,0.0
1697,Marius Wolf,1.1,0.9,0.9,1.5,0.1,0.0,2.0,2.0,1.3,0.7,1.2,1.8,0.2,1.5,1.7,2.0,0.7,32.9,67.3,0.3,2.0,0.0
1698,Mark Flekken,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7,72.6,0.0,11.3,0.0
1699,Mark Noble,0.4,0.6,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.4,0.0,0.3,0.2,0.0,0.2,20.5,88.6,0.1,1.3,0.0
1700,Mark Uth,1.3,0.3,1.4,0.5,0.0,0.0,3.0,1.0,1.8,1.2,0.9,1.4,0.5,1.1,2.5,1.0,1.2,24.3,80.0,1.0,1.6,0.1
1701,Marko Dmitrovic,0.1,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,27.7,50.2,0.0,8.9,0.0
1702,Marko Pjaca,0.4,0.2,0.5,0.3,0.1,0.0,3.0,2.0,0.8,0.4,0.7,0.7,0.1,0.9,1.3,2.0,0.4,13.9,84.6,0.0,0.4,0.0
1703,Marko Rog,2.9,1.4,2.4,0.9,0.4,0.0,0.0,0.0,0.6,0.6,1.4,1.6,0.0,0.9,1.4,0.0,0.6,43.7,88.1,0.1,1.6,0.0
1704,Marley Aké,0.3,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.6,0.0,0.6,0.4,0.0,0.0,3.1,78.6,0.0,0.0,0.0
1705,Marlon Santos,0.8,1.1,1.1,1.8,0.7,0.0,0.0,0.0,0.2,0.0,0.3,0.3,0.0,0.2,0.2,0.0,0.0,67.7,95.1,0.0,2.2,0.0
1706,Marquinhos,1.1,1.1,0.6,2.9,0.4,0.0,3.0,1.0,0.6,0.1,0.1,0.2,0.0,0.1,0.3,1.0,0.1,69.2,93.0,0.0,4.2,0.0
1707,Marshall Munetsi,1.3,2.1,1.1,3.1,0.9,0.0,1.0,0.0,0.4,0.3,0.6,0.7,0.0,0.3,1.1,0.0,0.3,31.0,83.4,0.0,2.0,0.0
1708,Marten Winkler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,Marten de Roon,2.3,2.0,1.9,1.1,0.3,0.0,1.0,1.0,0.5,0.5,0.3,0.7,0.0,0.3,0.5,1.0,0.5,61.8,85.5,0.1,4.0,0.0
1710,Martin Braithwaite,0.3,0.2,0.4,0.2,0.0,0.0,2.0,2.0,0.8,0.4,0.3,0.7,0.5,0.6,1.1,2.0,0.4,9.5,82.2,0.0,0.1,0.0
1711,Martin Dúbravka,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,28.5,70.1,0.0,5.6,0.0
1712,Martin Erlic,0.9,1.5,1.4,2.5,0.6,0.0,3.0,1.0,0.4,0.0,0.1,0.4,0.0,0.0,0.3,1.0,0.0,39.5,84.9,0.0,3.8,0.0
1713,Martin Hinteregger,2.7,1.5,1.1,3.1,0.4,1.0,2.0,1.0,0.8,0.3,0.2,1.2,0.0,0.3,0.8,1.0,0.3,63.9,81.7,0.0,3.4,0.0
1714,Martin Kelly,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7,0.0,0.0,0.0
1715,Martin Palumbo,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4.0,41.7,0.0,0.0,0.0
1716,Martin Terrier,1.0,0.5,1.0,0.2,0.0,0.0,9.0,7.0,1.4,1.2,0.8,1.1,0.3,0.7,2.3,7.0,1.2,22.9,80.1,0.1,0.6,0.0
1717,Martin Ødegaard,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.1,0.1,0.0,0.1,0.7,0.0,0.7,23.1,88.9,0.1,1.1,0.1
1718,Martin Ødegaard,0.6,0.1,0.1,0.4,0.0,0.0,1.0,2.0,1.1,1.4,0.9,0.6,0.1,0.8,1.0,2.0,1.4,35.4,90.9,0.7,0.9,0.0
1719,Martín Aguirregabiria,1.2,1.0,0.9,1.2,0.1,0.0,0.0,1.0,0.1,0.5,0.1,0.9,0.0,0.2,0.5,1.0,0.5,21.1,71.4,0.5,1.2,0.0
1720,Martín Cáceres,1.0,0.5,0.7,1.7,0.5,0.0,2.0,2.0,0.5,0.3,0.1,0.6,0.0,0.3,0.5,2.0,0.3,31.6,80.3,0.3,2.6,0.0
1721,Martín Merquelanz,0.7,0.2,0.3,0.3,0.1,0.0,0.0,1.0,0.8,0.7,0.5,1.0,0.2,0.6,1.1,1.0,0.7,15.5,77.7,1.0,0.5,0.0
1722,Martín Montoya,1.2,0.4,0.6,1.2,0.2,0.0,0.0,0.0,0.4,0.8,1.0,0.2,0.0,0.2,1.0,0.0,0.8,26.2,81.7,0.2,1.2,0.0
1723,Martín Zubimendi,1.3,1.3,1.2,1.2,0.3,0.0,0.0,0.0,0.2,0.2,0.4,0.5,0.0,0.3,0.8,0.0,0.2,35.8,88.4,0.0,2.1,0.0
1724,Marvelous Nakamba,1.7,1.3,0.6,0.6,0.4,0.0,0.0,0.0,0.2,0.2,0.3,0.8,0.0,0.2,0.6,0.0,0.2,21.9,84.2,0.0,0.6,0.0
1725,Marvin Friedrich,1.4,1.5,0.7,2.9,0.5,0.0,5.0,2.0,0.7,0.4,0.4,0.6,0.1,0.2,0.7,2.0,0.4,53.0,79.7,0.1,4.4,0.0
1726,Marvin Park,0.8,0.5,0.3,0.8,0.0,0.0,0.0,1.0,0.3,0.5,0.5,1.3,0.0,0.3,1.5,1.0,0.5,17.5,82.9,0.0,0.0,0.0
1727,Marvin Plattenhardt,0.9,0.1,0.6,0.9,0.1,0.0,0.0,2.0,0.2,0.6,0.3,0.4,0.0,0.2,0.8,2.0,0.6,32.4,81.5,0.8,1.3,0.0
1728,Marvin Tshibuabua,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,72.2,0.0,2.0,0.0
1729,Marvin Zeegelaar,1.7,1.0,1.6,1.5,0.4,0.0,1.0,0.0,0.4,0.4,0.9,0.3,0.2,0.6,1.1,0.0,0.4,26.5,79.1,0.3,0.9,0.0
1730,Marwin Hitz,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,29.9,81.2,0.0,6.1,0.0
1731,Marçal,1.0,0.9,0.9,1.5,0.2,0.0,0.0,0.0,0.2,0.3,0.5,0.2,0.0,0.2,0.5,0.0,0.3,23.2,82.7,0.1,1.5,0.0
1732,Marçal,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,84.1,1.0,11.0,0.0
1733,Masaya OkugawaArminia Bielefeld,1.3,0.6,0.2,0.3,0.2,0.0,1.0,0.0,0.7,0.3,0.6,0.7,0.2,0.4,1.7,0.0,0.3,10.6,62.3,0.1,0.2,0.0
1734,Mason Greenwood,0.4,0.2,0.5,0.0,0.0,0.0,7.0,2.0,2.2,0.5,1.2,0.6,0.1,0.9,1.1,2.0,0.5,23.0,85.0,0.2,0.8,0.1
