,Player,Tackles,Inter,Fouls,Clear,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
139,Amadou Diawara,0.7,0.7,0.9,0.3,0.1,0.0,1.0,0.0,0.4,0.1,0.3,0.2,0.0,0.1,0.5,0.0,0.1,25.9,89.7,0.0,1.2,0.1
140,Amadou Haidara,1.6,1.0,0.7,0.6,0.0,0.0,3.0,1.0,1.4,1.1,0.6,0.5,0.2,0.7,1.4,1.0,1.1,32.9,80.0,0.3,1.1,0.0
141,Amadou Traoré,0.3,0.1,0.3,0.1,0.0,0.0,0.0,1.0,0.2,0.3,0.5,0.5,0.0,0.7,0.6,1.0,0.3,3.9,79.7,0.2,0.0,0.0
142,Ambroise Oyongo,1.0,0.6,0.5,1.4,0.2,0.0,1.0,1.0,0.1,0.2,0.1,0.5,0.0,0.2,0.4,1.0,0.2,18.3,79.0,0.2,1.1,0.0
143,Amer Gojak,0.1,0.2,0.8,0.1,0.0,0.0,1.0,1.0,0.5,0.5,0.6,0.6,0.2,0.3,0.5,1.0,0.5,13.8,82.1,0.6,0.7,0.0
144,Amin Younes,1.0,0.5,1.5,0.2,0.0,0.0,3.0,3.0,1.3,0.9,2.0,1.0,0.2,1.2,1.2,3.0,0.9,23.5,76.6,0.4,1.0,0.0
145,Amine Gouiri,0.9,0.5,1.3,0.5,0.2,0.0,12.0,7.0,2.4,1.5,1.5,1.1,0.2,1.6,2.4,7.0,1.5,30.9,79.6,0.5,0.9,0.1
146,Amine Harit,0.8,0.6,1.0,0.2,0.0,0.0,2.0,5.0,0.8,1.8,3.2,2.8,0.3,2.1,2.3,5.0,1.8,28.1,77.4,0.9,1.0,0.2
147,Amir Abrashi,0.2,0.4,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,4.6,78.3,0.0,0.2,0.0
148,Amir Rrahmani,0.8,0.5,0.7,2.4,0.9,0.0,1.0,0.0,0.3,0.0,0.1,0.5,0.0,0.0,0.2,0.0,0.0,37.3,90.9,0.0,1.5,0.0
149,Amos PieperArminia Bielefeld,1.9,2.2,0.7,5.3,1.2,0.0,1.0,1.0,0.5,0.2,0.3,0.8,0.0,0.1,0.4,1.0,0.2,50.7,82.7,0.0,4.8,0.0
150,Anaitz Arbilla,1.3,2.0,1.1,2.0,0.3,0.0,0.0,1.0,0.8,0.3,0.7,0.4,0.0,0.3,0.6,1.0,0.3,49.9,75.8,0.3,6.4,0.0
151,Anastasios Donis,1.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.3,0.0,0.0,6.3,57.9,0.3,0.0,0.0
152,Ander Barrenetxea,0.9,0.2,1.3,0.2,0.0,0.0,3.0,0.0,0.7,0.5,1.3,0.6,0.1,1.1,1.6,0.0,0.5,11.9,74.8,0.2,0.4,0.0
153,Ander Capa,1.3,0.9,0.9,1.6,0.3,0.0,2.0,1.0,0.4,0.6,1.0,0.3,0.0,0.5,0.8,1.0,0.6,30.5,76.0,0.3,1.0,0.0
154,Ander Guevara,1.1,0.8,1.0,1.1,0.2,0.0,1.0,1.0,0.3,0.5,0.5,0.5,0.0,0.7,1.0,1.0,0.5,45.6,82.8,0.0,2.7,0.0
155,Ander Herrera,1.7,1.0,1.0,0.6,0.2,0.0,1.0,3.0,0.7,0.8,0.4,0.5,0.0,0.3,0.8,3.0,0.8,55.4,91.1,0.1,1.4,0.2
156,Anderson LucoquiArminia Bielefeld,1.9,1.3,1.3,1.9,0.3,0.0,0.0,0.0,0.4,0.3,0.6,1.9,0.0,0.8,1.5,0.0,0.3,25.6,67.0,0.2,1.3,0.0
157,Andi Zeqiri,0.3,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.2,0.0,0.1,0.9,0.0,0.1,4.2,52.6,0.1,0.0,0.0
158,Andoni Gorosabel,2.4,0.7,1.1,1.1,0.1,0.0,0.0,1.0,0.3,0.7,0.3,0.9,0.0,0.4,1.0,1.0,0.7,34.4,80.8,0.6,1.1,0.0
159,Andrea Adorante ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
160,Andrea Belotti,0.9,0.3,1.7,0.5,0.1,0.0,13.0,6.0,3.1,1.1,1.3,3.9,0.6,1.2,3.1,6.0,1.1,19.6,69.5,0.1,0.7,0.2
161,Andrea Carboni,2.3,0.9,0.7,3.1,0.3,0.0,0.0,1.0,0.3,0.3,0.2,0.4,0.0,0.1,0.3,1.0,0.3,36.6,79.4,0.4,1.7,0.0
162,Andrea Consigli,0.1,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,31.9,78.8,0.0,4.4,0.0
163,Andrea Conti,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.3,0.0,0.0,0.7,0.0,0.3,7.0,95.2,0.0,0.3,0.3
164,Andrea Conti ,1.9,1.5,1.4,1.7,0.4,0.0,0.0,0.0,0.5,0.6,0.2,0.7,0.0,0.4,0.5,0.0,0.6,32.8,83.1,0.5,1.5,0.0
165,Andrea Danzi,0.0,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,17.0,61.8,0.0,1.0,0.5
166,Andrea Favilli,0.3,0.0,1.3,0.2,0.0,0.0,2.0,0.0,1.2,0.2,0.3,0.7,0.8,1.4,2.0,0.0,0.2,7.3,67.5,0.0,0.2,0.0
167,Andrea Masiello,1.3,1.8,0.5,3.4,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.1,0.2,0.0,0.2,46.5,83.8,0.1,3.5,0.0
168,Andrea Petagna,0.1,0.0,0.7,0.3,0.0,0.0,4.0,3.0,0.9,1.0,0.3,0.7,0.3,0.5,0.7,3.0,1.0,8.8,80.4,0.0,0.3,0.0
169,Andrea Pinamonti,0.0,0.1,0.3,0.3,0.0,0.0,1.0,0.0,0.5,0.3,0.3,0.8,0.1,0.9,1.0,0.0,0.3,6.4,72.5,0.0,0.0,0.0
170,Andrea Poli,0.5,0.4,0.3,0.3,0.1,1.0,1.0,0.0,0.2,0.3,0.3,0.4,0.0,0.2,0.5,0.0,0.3,11.6,90.9,0.1,0.1,0.0
171,Andrea Ranocchia,1.6,1.5,1.6,2.4,0.4,0.0,0.0,1.0,1.1,0.4,0.0,0.9,0.1,0.1,0.4,1.0,0.4,61.8,94.3,0.0,2.5,0.0
172,Andrea Rispoli,0.3,0.3,0.4,0.6,0.2,0.0,0.0,0.0,0.2,0.5,0.1,0.2,0.1,0.2,0.4,0.0,0.5,12.8,72.0,0.4,0.4,0.0
173,Andreas Christensen,0.6,1.2,0.5,2.9,0.8,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.0,0.1,0.5,0.0,0.4,67.1,91.3,0.0,3.1,0.1
174,Andreas Cornelius ,0.4,0.0,1.2,0.9,0.1,0.0,1.0,4.0,1.0,0.8,0.4,1.7,0.5,1.2,1.9,4.0,0.8,20.0,68.2,0.0,0.5,0.1
175,Andreas Luthe,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,33.3,68.2,0.0,6.9,0.0
176,Andreas Pereira,0.2,0.0,0.5,0.1,0.0,0.0,1.0,2.0,0.5,0.5,0.3,0.3,0.1,0.4,0.5,2.0,0.5,8.9,76.6,0.3,0.7,0.0
177,Andreas Skov Olsen,0.7,0.1,0.5,0.7,0.0,0.0,2.0,2.0,1.2,0.8,0.7,0.5,0.1,0.3,1.2,2.0,0.8,18.2,82.0,0.6,0.3,0.0
178,Andreas VoglsammerArminia Bielefeld,0.7,0.2,0.8,0.6,0.0,0.0,2.0,2.0,1.8,0.6,0.2,0.8,0.2,1.0,1.7,2.0,0.6,13.7,57.1,0.3,0.2,0.0
179,Andreaw Gravillon,1.0,2.3,0.7,4.2,1.2,1.0,2.0,2.0,0.5,0.3,0.3,1.4,0.0,0.2,0.6,2.0,0.3,46.2,74.9,0.2,3.2,0.0
180,Andrei Girotto,1.9,1.7,0.9,3.0,0.4,0.0,1.0,1.0,0.9,0.3,0.1,0.7,0.0,0.1,0.4,1.0,0.3,43.2,80.1,0.1,2.1,0.0
181,Andrej Galabinov,0.2,0.0,0.4,0.4,0.0,0.0,3.0,1.0,0.7,0.3,0.2,0.3,0.3,1.4,0.8,1.0,0.3,8.3,73.7,0.0,0.3,0.0
182,Andrej Kramaric,0.3,0.3,0.1,0.2,0.0,0.0,20.0,5.0,3.4,1.4,0.9,1.5,0.3,1.4,2.0,5.0,1.4,31.9,82.2,0.9,1.3,0.1
183,Andrew Robertson,1.2,0.6,0.6,1.8,0.2,0.0,1.0,7.0,0.5,1.7,0.7,0.3,0.2,0.3,1.1,7.0,1.7,70.5,84.4,1.6,2.1,0.0
184,Andri Fannar Baldursson,0.8,0.4,0.9,0.9,0.1,0.0,0.0,0.0,0.3,0.1,0.1,0.4,0.1,0.5,0.8,0.0,0.1,9.1,74.0,0.0,0.0,0.0
185,Andriy Yarmolenko,0.3,0.1,0.5,0.1,0.0,0.0,0.0,1.0,0.5,0.3,0.4,0.4,0.3,0.7,0.8,1.0,0.3,9.0,83.7,0.2,0.4,0.0
186,Andros Townsend,2.3,1.2,0.8,0.4,0.1,0.0,1.0,5.0,1.1,1.2,1.3,1.6,0.1,1.6,1.4,5.0,1.2,20.7,73.7,1.6,0.5,0.0
187,André Gomes,1.3,0.4,1.3,0.4,0.0,0.0,0.0,1.0,0.5,0.5,1.1,0.5,0.1,1.1,1.1,1.0,0.5,31.3,85.3,0.1,2.0,0.0
188,André Hahn,1.1,0.5,1.1,0.7,0.1,0.0,8.0,3.0,1.5,0.6,0.6,0.9,0.5,0.8,1.7,3.0,0.6,14.4,56.9,0.1,0.6,0.0
189,André Silva,0.3,0.1,0.6,0.5,0.0,0.0,28.0,5.0,3.7,1.0,0.8,1.1,0.9,1.5,2.7,5.0,1.0,23.4,73.4,0.1,0.3,0.0
190,André-Frank Zambo Anguissa,2.2,1.6,1.2,0.4,0.2,0.0,0.0,3.0,0.9,0.8,2.7,0.8,0.0,1.4,2.0,3.0,0.8,39.3,84.2,0.1,1.1,0.1
191,Andrés Fernández,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.1,0.0,0.0,30.9,65.2,0.0,5.8,0.0
192,Andrés Guardado,1.0,0.8,0.9,0.7,0.1,0.0,1.0,0.0,0.5,0.3,0.5,0.4,0.0,0.5,0.6,0.0,0.3,32.3,83.7,0.0,2.5,0.0
193,Andrés Tello,0.5,0.3,0.3,0.2,0.1,0.0,1.0,0.0,0.4,0.1,0.3,0.2,0.0,0.2,0.5,0.0,0.1,9.2,73.5,0.2,0.4,0.0
194,Andy Carroll,0.2,0.0,0.7,0.8,0.0,0.0,1.0,0.0,0.8,0.1,0.1,0.6,0.2,0.2,1.0,0.0,0.1,7.6,61.8,0.0,0.3,0.0
195,Andy Delort,0.4,0.1,1.8,1.1,0.0,0.0,15.0,9.0,3.0,1.8,1.0,1.4,0.6,0.8,2.5,9.0,1.8,26.3,62.5,1.0,1.1,0.0
196,Andy Diouf,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
197,Andy Pelmard,0.9,1.1,0.9,1.6,0.2,0.0,0.0,0.0,0.1,0.1,0.5,0.3,0.0,0.3,0.8,0.0,0.1,45.3,90.8,0.0,1.6,0.0
198,Angeliño,1.2,1.2,0.8,1.3,0.0,0.0,4.0,4.0,1.3,2.0,0.6,1.0,0.3,0.5,1.0,4.0,2.0,42.8,74.4,2.0,1.7,0.0
199,Angelo Fulgini,0.7,0.5,0.9,0.3,0.0,0.0,7.0,4.0,2.0,1.7,2.5,4.0,0.1,2.1,3.0,4.0,1.7,45.7,83.2,0.9,2.1,0.2
200,Angelo Ogbonna,0.9,1.1,1.0,4.1,0.4,0.0,3.0,0.0,0.5,0.1,0.1,0.3,0.0,0.2,0.1,0.0,0.1,36.4,81.3,0.0,1.8,0.0
201,Ansgar Knauff,0.0,0.0,0.8,0.0,0.3,0.0,1.0,1.0,0.5,1.0,1.5,0.5,0.0,0.3,0.5,1.0,1.0,5.5,63.6,0.8,0.0,0.0
202,Ansou Sow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0
203,Ansu Fati,1.3,0.4,0.9,0.0,0.0,0.0,4.0,0.0,2.0,1.3,1.6,1.6,0.3,1.1,1.6,0.0,1.3,28.1,83.8,0.3,0.0,0.1
204,Ante Budimir,0.7,0.1,1.0,0.5,0.1,0.0,11.0,0.0,1.6,0.3,0.4,1.0,0.6,1.1,2.3,0.0,0.3,13.0,60.1,0.0,0.1,0.0
205,Ante Palaversa,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,57.1,1.5,0.0,0.0
206,Ante Rebic,1.0,0.3,1.2,0.6,0.0,0.0,11.0,4.0,1.6,1.3,0.7,0.5,0.4,1.1,2.4,4.0,1.3,14.8,67.7,0.5,0.3,0.1
207,Anthony Briançon,0.8,2.1,0.6,3.6,0.8,0.0,0.0,0.0,0.3,0.3,0.1,0.6,0.1,0.0,0.2,0.0,0.3,52.4,85.1,0.1,6.2,0.0
208,Anthony Caci,2.4,1.7,1.0,1.4,0.1,0.0,0.0,2.0,0.2,0.6,0.8,0.4,0.0,0.5,1.1,2.0,0.6,46.2,77.0,0.5,5.0,0.0
209,Anthony Elanga,2.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,1.5,2.0,0.5,1.0,4.0,0.0,0.5,26.5,75.5,0.5,1.0,0.0
210,Anthony Gordon,1.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.7,0.3,0.7,1.7,0.0,0.3,8.3,84.0,0.0,0.3,0.0
211,Anthony Lopes,0.0,0.0,0.1,0.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,26.2,79.5,0.0,5.3,0.0
212,Anthony Lozano,0.4,0.1,1.7,0.3,0.0,0.0,3.0,1.0,1.2,0.4,1.0,1.1,0.3,1.2,1.9,1.0,0.4,8.5,62.2,0.1,0.1,0.0
213,Anthony Martial,0.1,0.0,0.7,0.4,0.1,0.0,4.0,3.0,2.0,0.8,1.6,1.2,0.7,1.7,2.3,3.0,0.8,21.9,84.4,0.0,0.2,0.0
214,Anthony Modeste,0.3,0.0,0.1,0.3,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.8,0.4,0.3,0.8,0.0,0.1,5.4,58.1,0.0,0.1,0.0
215,Anthony Modeste,0.3,0.0,0.7,0.4,0.1,0.0,0.0,0.0,1.3,0.4,0.0,0.3,0.0,0.3,1.6,0.0,0.4,7.6,60.4,0.0,0.0,0.0
216,Anthony Racioppi,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,26.0,60.1,0.0,5.3,0.0
217,Antoine Griezmann,1.0,0.3,0.4,0.3,0.0,0.0,13.0,7.0,2.0,1.2,0.7,0.9,0.4,0.6,0.9,7.0,1.2,36.6,87.3,0.3,1.1,0.0
218,Antoine Valério,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,18.0,83.3,0.0,1.0,0.0
219,Antonee Robinson,1.6,1.3,0.7,1.9,0.1,0.0,0.0,0.0,0.4,1.0,1.8,0.3,0.0,0.8,1.6,0.0,1.0,37.4,74.9,1.0,1.2,0.0
220,Antonin Barak,0.9,0.4,1.8,1.1,0.2,0.0,7.0,3.0,1.3,0.7,0.8,0.5,0.1,0.9,1.3,3.0,0.7,37.7,78.8,0.1,1.5,0.0
221,Antonin Bobichon,1.0,0.1,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.8,0.7,0.0,0.7,0.7,1.0,0.7,21.8,86.1,0.3,1.3,0.0
222,Antonino La Gumina,0.3,0.3,0.6,0.6,0.1,0.0,0.0,0.0,1.2,0.1,0.6,0.7,0.2,0.6,2.1,0.0,0.1,6.9,72.6,0.0,0.0,0.0
223,Antonio Barragán,1.0,1.2,1.3,2.2,0.3,0.0,0.0,3.0,0.2,0.4,0.4,0.9,0.1,0.3,0.6,3.0,0.4,41.1,85.7,0.4,2.6,0.0
224,Antonio Barreca,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.3,10.0,80.0,0.3,0.7,0.0
225,Antonio Blanco,1.8,0.8,1.5,1.3,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.3,0.0,0.0,0.5,41.8,93.4,0.3,1.0,0.0
226,Antonio Candreva,0.8,0.3,0.4,0.5,0.1,0.0,5.0,8.0,1.6,1.8,0.8,0.8,0.3,0.3,1.4,8.0,1.8,36.5,77.0,1.5,3.4,0.0
227,Antonio Cioffi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,90.0,0.0,0.0,0.0
228,Antonio Mazzotta,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,4.0,75.0,0.0,0.0,0.0
229,Antonio Mirante,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,27.5,74.9,0.0,5.2,0.0
230,Antonio Palumbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
231,Antonio Puertas,0.8,0.3,0.9,0.5,0.1,0.0,3.0,5.0,0.7,0.5,1.2,0.7,0.4,1.2,2.0,5.0,0.5,15.7,67.7,0.2,0.4,0.0
232,Antonio Raimondo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
233,Antonio Rüdiger,1.6,0.9,0.8,2.7,0.5,1.0,1.0,0.0,0.7,0.2,0.2,0.6,0.1,0.1,0.5,0.0,0.2,80.2,89.4,0.1,4.0,0.0
234,Antonio Sanabria,0.6,0.4,1.2,0.6,0.0,0.0,5.0,1.0,1.4,0.5,0.8,0.9,0.2,1.4,2.1,1.0,0.5,18.4,75.1,0.1,0.7,0.0
235,Antonio Sanabria,0.3,0.2,1.1,0.6,0.1,0.0,3.0,0.0,1.6,0.2,0.7,0.7,0.2,0.5,1.6,0.0,0.2,13.6,72.9,0.0,0.3,0.0
236,Antonio Sivera,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,38.9,0.0,4.0,0.0
237,Antwoine Hackford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
238,Anwar El Ghazi,0.6,0.2,0.6,0.4,0.0,0.0,10.0,0.0,2.3,0.9,0.9,1.0,0.2,1.3,1.7,0.0,0.9,18.7,75.3,0.8,0.4,0.0
239,Aníbal Chalá,0.8,1.1,1.2,1.1,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.7,0.0,0.2,1.1,0.0,0.2,23.3,78.5,0.0,1.0,0.0
240,Arbër Zeneli,0.7,0.1,0.5,0.1,0.0,0.0,3.0,3.0,0.8,0.6,1.4,0.9,0.2,0.9,2.0,3.0,0.6,12.0,79.1,0.4,0.1,0.0
241,Ardian Ismajli,1.1,1.4,1.1,2.9,0.4,0.0,1.0,1.0,0.4,0.1,0.0,0.8,0.0,0.1,0.1,1.0,0.1,43.2,86.8,0.0,3.2,0.0
242,Aridane Hernández,0.8,1.4,0.9,5.0,0.8,0.0,0.0,0.0,0.1,0.2,0.2,0.8,0.0,0.2,0.5,0.0,0.2,29.9,78.8,0.0,3.2,0.0
243,Aritz Arambarri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,80.0,0.0,0.0,0.0
244,Aritz Elustondo,1.3,0.7,1.0,2.7,0.2,1.0,1.0,0.0,0.2,0.1,0.2,1.2,0.0,0.1,0.4,0.0,0.1,53.2,85.4,0.0,3.3,0.0
245,Arkadiusz Milik,0.9,0.1,1.0,0.5,0.1,0.0,9.0,1.0,3.1,0.5,0.5,1.3,0.3,0.8,2.2,1.0,0.5,19.7,75.9,0.1,0.3,0.0
246,Arkadiusz Reca,1.1,1.7,1.1,1.9,0.1,0.0,2.0,3.0,1.0,0.9,1.2,0.8,0.2,0.5,1.6,3.0,0.9,25.8,73.3,0.5,0.8,0.0
247,Armand Laurienté,1.0,0.5,0.8,0.1,0.0,0.0,3.0,5.0,2.0,1.3,1.9,1.3,0.3,1.2,2.2,5.0,1.3,16.4,83.8,0.9,0.4,0.0
248,Armando Izzo,1.2,2.1,1.7,2.4,0.4,0.0,2.0,0.0,0.7,0.2,0.5,1.4,0.1,0.3,0.7,0.0,0.2,46.5,81.6,0.3,4.0,0.0
249,Arnaud Kalimuendo-Muinga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,0.0,1.0,18.0,94.4,0.0,0.0,0.0
250,Arnaud Kalimuendo-Muinga,0.3,0.1,0.6,0.1,0.0,0.0,7.0,3.0,1.1,0.5,0.8,0.9,0.0,1.1,1.8,3.0,0.5,9.5,80.5,0.2,0.1,0.0
251,Arnaud Nordin,0.4,0.3,0.4,0.3,0.1,0.0,4.0,4.0,1.4,0.7,0.9,1.9,0.1,0.7,1.6,4.0,0.7,13.3,82.0,0.7,0.7,0.0
252,Arnaud Souquet,2.2,0.7,0.8,1.1,0.3,0.0,1.0,1.0,0.3,0.4,0.5,0.9,0.0,0.6,1.0,1.0,0.4,18.7,76.1,0.5,0.4,0.0
253,Arne Maier,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,10.0,95.0,0.0,1.0,0.5
254,Arne MaierArminia Bielefeld,0.8,0.5,0.1,0.6,0.2,0.0,0.0,0.0,0.7,0.7,0.5,0.3,0.1,0.6,1.3,0.0,0.7,25.6,76.1,0.3,1.6,0.0
255,Arthur,0.8,0.8,0.5,0.4,0.0,0.0,1.0,0.0,0.1,0.8,0.9,1.0,0.0,0.5,0.7,0.0,0.8,49.0,94.1,0.0,2.5,0.0
256,Arthur Masuaku,1.7,0.7,0.8,1.4,0.0,0.0,0.0,2.0,0.5,0.9,2.4,0.7,0.1,1.3,1.2,2.0,0.9,39.7,83.2,1.0,0.9,0.0
257,Arthur Zagre,1.0,1.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,1.0,0.3,0.0,0.0,13.7,70.7,0.0,0.7,0.0
258,Artur Ionita,1.3,0.5,1.6,0.8,0.4,0.0,2.0,0.0,0.6,0.4,0.5,0.6,0.0,0.6,0.8,0.0,0.4,20.1,78.4,0.1,0.6,0.0
259,Arturo Calabresi,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7,0.0,1.0,0.0
260,Arturo Calabresi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,73.3,0.0,0.0,0.0
261,Arturo Vidal,1.2,1.3,1.2,0.4,0.1,0.0,1.0,1.0,0.9,0.4,0.1,0.7,0.0,0.3,0.7,1.0,0.4,32.1,86.6,0.1,1.8,0.0
262,Ashley Barnes,0.5,0.2,2.1,0.5,0.1,0.0,3.0,0.0,1.7,0.9,0.0,2.2,0.8,1.0,2.0,0.0,0.9,13.8,61.8,0.0,0.3,0.0
263,Ashley Westwood,0.6,1.2,0.9,0.8,0.2,0.0,3.0,3.0,0.5,1.4,0.3,1.1,0.0,0.3,0.8,3.0,1.4,53.8,78.7,1.2,4.2,0.0
264,Ashley Young,0.6,0.2,0.5,1.0,0.0,0.0,1.0,4.0,0.6,1.1,0.2,0.6,0.1,0.1,0.4,4.0,1.1,20.3,82.2,0.5,0.4,0.0
265,Asier Illarramendi,0.8,0.8,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.7,0.0,0.0,0.0,0.0,0.2,45.0,92.6,0.2,3.0,0.0
266,Asier Villalibre,0.1,0.1,0.5,0.4,0.0,0.0,4.0,2.0,1.1,0.4,0.1,0.9,0.2,0.8,1.2,2.0,0.4,8.0,63.7,0.1,0.1,0.0
267,Assane Dioussé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
268,Atakan Karazor,1.1,1.1,0.8,2.5,0.4,0.0,0.0,0.0,0.2,0.1,0.4,0.8,0.0,0.2,0.8,0.0,0.1,36.9,86.2,0.0,0.8,0.0
269,Augusto Fernández,0.9,0.8,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.5,0.0,0.0,9.8,77.1,0.0,0.6,0.0
270,Augusto Solari,1.1,0.4,1.0,0.3,0.1,0.0,2.0,2.0,0.3,0.6,0.4,0.3,0.0,0.5,0.7,2.0,0.6,11.1,75.8,0.5,0.6,0.0
271,Augustus Kargbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,7.0,85.7,0.0,0.0,0.0
272,Aurelien Tchouameni,3.5,1.7,1.6,1.2,0.3,0.0,2.0,3.0,1.5,0.5,0.6,1.7,0.0,0.9,1.4,3.0,0.5,50.7,82.8,0.1,2.6,0.0
273,Aurélien Scheidler,0.2,0.1,0.6,0.5,0.0,0.0,1.0,0.0,0.8,0.5,0.0,0.4,0.6,0.3,0.9,0.0,0.5,6.9,68.1,0.1,0.2,0.0
274,Axel Disasi,1.0,0.9,1.0,2.2,0.4,1.0,3.0,0.0,0.6,0.1,0.3,0.7,0.0,0.1,0.2,0.0,0.1,52.2,86.7,0.0,2.7,0.0
275,Axel Tuanzebe,1.4,0.3,0.7,1.7,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.0,29.2,88.6,0.0,1.9,0.0
276,Axel Witsel,1.2,1.5,1.1,0.7,0.2,0.0,0.0,0.0,0.8,0.3,0.5,1.3,0.0,0.3,0.5,0.0,0.3,52.9,93.7,0.0,2.3,0.1
277,Aymen Barkok,1.1,0.4,0.9,0.3,0.0,0.0,2.0,3.0,0.7,1.0,0.9,0.3,0.0,0.8,1.8,3.0,1.0,16.7,76.3,0.5,0.5,0.0
