,players,age,league,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall
2596,Pol Lirola,23,Ligue 1,Defender,Olympique Marseille,1553,754,799,Spain,19,9,10,2,2,0,2,1,1,0,0,3,2,1,19,9,10,3,0,0.23,0.12,0.12,0.24,0.0,777,1.1,82,82,518,777,0.17
2597,Portu,29,La Liga,Midfielder,Real Sociedad,2188,909,1279,Spain,37,18,19,8,4,4,3,0,3,0,0,14,6,8,26,13,13,3,0,0.45,0.12,0.33,0.4,0.28,274,1.07,84,59,729,729,0.12
2598,Predrag Rajković,25,Ligue 1,Goalkeeper,Reims,3286,1620,1666,Serbia,37,18,19,0,0,0,0,0,0,0,0,10,6,4,45,19,26,2,0,0.0,0.0,0.0,0.0,0.0,0,1.23,73,89,1643,0,0.05
2599,Presnel Kimpembe,25,Ligue 1,Defender,PSG,2307,993,1314,France,28,12,16,0,0,0,0,0,0,0,0,11,2,9,24,13,11,7,1,0.0,0.0,0.0,0.0,0.0,0,0.94,96,82,288,0,0.31
2600,Pépé Bonet Kapambu,18,Ligue 1,Goalkeeper,Rennes,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2601,Péter Gulácsi,31,Bundesliga,Goalkeeper,RB Leipzig,2970,1530,1440,Hungary,33,17,16,0,0,0,0,0,0,0,0,15,8,7,30,13,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.91,99,90,0,0,0.0
2602,Quentin Boisgard,24,Ligue 1,Midfielder,Lorient,1321,748,573,France,24,13,11,2,1,1,2,1,1,0,0,4,3,1,19,11,8,5,0,0.27,0.14,0.14,0.12,0.16,661,1.29,70,55,264,661,0.34
2603,Quentin Merlin,19,Ligue 1,Forward,Nantes,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2604,Rabbi Matondo,20,Bundesliga,Forward,Schalke 04,222,86,136,Wales,3,1,2,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0.0,0.0,0.0,0.0,0.0,0,3.65,25,74,0,0,0.0
2605,Rachid Alioui,29,Ligue 1,Forward,Angers SCO,14,14,0,Morocco,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,14,0,0,0.0
2606,Racine Coly,25,Ligue 1,Defender,Nice,16,0,16,Senegal,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16,0,0,0.0
2607,Rade Krunić,27,Serie A,Midfielder,AC Milan,703,326,377,Bosnia and Herzegovina,25,10,15,1,0,1,2,0,2,0,0,10,4,6,9,7,2,3,0,0.38,0.26,0.13,0.0,0.24,703,1.15,78,28,234,352,0.38
2608,Radja Nainggolan,33,Serie A,Midfielder,Cagliari,1888,910,978,Belgium,26,14,12,1,0,1,0,0,0,0,0,6,2,4,22,12,10,5,0,0.05,0.0,0.05,0.0,0.09,1888,1.05,86,73,378,0,0.24
2609,Radosław Majecki,21,Ligue 1,Goalkeeper,Monaco,90,90,0,Poland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,90,90,0,0,0.0
2610,Radu Drăgu?in,19,Serie A,Defender,Juventus,0,0,0,Romania,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2611,Rafael Alcântara do Nascimento,28,Ligue 1,Midfielder,PSG,1367,644,723,Brazil,23,13,10,0,0,0,4,1,3,0,0,12,6,6,8,2,6,2,0,0.26,0.26,0.0,0.0,0.0,0,0.53,171,59,684,342,0.13
2612,Rafael Alcântara do Nascimento,28,La Liga,Midfielder,FC Barcelona,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2613,Rafael Alexandre Conceição Leão,22,Serie A,Forward,AC Milan,1932,1129,803,Portugal,30,16,14,6,3,3,6,4,2,0,0,10,5,5,24,17,7,5,0,0.56,0.28,0.28,0.24,0.34,322,1.12,81,64,386,322,0.23
2614,Rafael Czichos,31,Bundesliga,Defender,Köln,2262,1208,1054,Germany,28,14,14,1,0,1,0,0,0,0,0,3,2,1,34,18,16,7,0,0.04,0.0,0.04,0.0,0.09,2262,1.35,67,81,323,0,0.28
2615,Rafael Jiménez Jarque,27,La Liga,Midfielder,Cádiz,2638,1194,1444,Spain,34,16,18,0,0,0,0,0,0,0,0,10,4,6,40,18,22,11,0,0.0,0.0,0.0,0.0,0.0,0,1.36,66,78,240,0,0.38
2616,Rafael Mir Vicente,24,La Liga,Forward,SD Huesca,2880,1382,1498,Spain,38,19,19,13,5,8,1,0,1,2,1,9,7,2,41,18,23,2,0,0.44,0.03,0.41,0.33,0.48,222,1.28,70,76,1440,2880,0.06
2617,Rafael Romero,18,La Liga,Goalkeeper,Granada CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2618,Rafael Tolói,30,Serie A,Defender,Atalanta,2540,1264,1276,Brazil,31,15,16,2,1,1,0,0,0,0,0,9,5,4,35,17,18,10,0,0.07,0.0,0.07,0.07,0.07,1270,1.24,73,82,254,0,0.35
2619,Rafael de Andrade Bittencourt Pinheiro,39,Serie A,Goalkeeper,Spezia,206,90,116,Brazil,3,1,2,0,0,0,1,0,1,0,0,1,0,1,5,2,3,0,0,0.44,0.44,0.0,0.0,0.0,0,2.18,41,69,0,206,0.0
2620,Rafał Gikiewicz,33,Bundesliga,Goalkeeper,Augsburg,3060,1530,1530,Poland,34,17,17,0,0,0,0,0,0,0,0,7,3,4,51,24,27,3,0,0.0,0.0,0.0,0.0,0.0,0,1.5,60,90,1020,0,0.09
2621,Ragnar Ache,23,Bundesliga,Forward,Eintracht Frankfurt,93,54,39,Netherlands,7,4,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.97,0.0,0.97,1.67,0.0,93,0.97,93,13,93,0,0.97
2622,Ragnar Klavan,35,Serie A,Defender,Cagliari,767,472,295,Estonia,15,8,7,0,0,0,0,0,0,0,0,3,1,2,11,7,4,1,0,0.0,0.0,0.0,0.0,0.0,0,1.29,70,51,767,0,0.12
2623,Raheem Sterling,26,Premier League,Forward,Manchester City,2537,1250,1287,England,31,15,16,10,4,6,7,4,3,0,1,16,8,8,20,12,8,4,0,0.6,0.25,0.35,0.29,0.42,254,0.71,127,82,634,362,0.14
2624,Ralf Fährmann,32,Bundesliga,Goalkeeper,Schalke 04,1878,932,946,Germany,22,11,11,0,0,0,0,0,0,0,0,3,2,1,46,18,28,2,0,0.0,0.0,0.0,0.0,0.0,0,2.2,41,85,939,0,0.1
2625,Ramon Olamilekan Azeez,28,La Liga,Midfielder,Granada CF,100,10,90,Nigeria,2,1,1,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,4.5,20,50,0,0,0.0
2626,Ramy Bensebaini,26,Bundesliga,Defender,Borussia M'gladbach,1813,851,962,Algeria,25,12,13,4,3,1,0,0,0,1,0,7,4,3,34,11,23,7,0,0.2,0.0,0.2,0.32,0.09,453,1.69,53,73,259,0,0.35
2627,Ramón Folch Frigola,31,La Liga,Midfielder,Elche CF,0,0,0,Spain,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2628,Randal Kolo Muani,22,Ligue 1,Forward,Nantes,3042,1520,1522,France,37,19,18,9,5,4,4,0,4,0,0,4,2,2,48,24,24,3,0,0.38,0.12,0.27,0.3,0.24,338,1.42,63,82,1014,761,0.09
2629,Rani Khedira,27,Bundesliga,Midfielder,Augsburg,1827,903,924,Germany,27,14,13,1,1,0,0,0,0,0,0,7,3,4,24,13,11,5,0,0.05,0.0,0.05,0.1,0.0,1827,1.18,76,68,365,0,0.25
2630,Raphael Dias Belloli,25,Premier League,Forward,Leeds United,2363,1085,1278,Brazil,30,14,16,6,2,4,9,3,6,0,0,10,5,5,32,9,23,3,0,0.57,0.34,0.23,0.17,0.28,394,1.22,74,79,788,263,0.11
2631,Raphael Dias Belloli,25,Ligue 1,Forward,Rennes,407,235,172,Brazil,6,3,3,1,1,0,2,0,2,0,0,1,0,1,6,3,3,0,0,0.66,0.44,0.22,0.38,0.0,407,1.33,68,68,0,204,0.0
2632,Raphael Framberger,25,Bundesliga,Defender,Augsburg,1570,760,810,Germany,21,10,11,0,0,0,1,0,1,0,0,5,2,3,21,10,11,6,1,0.06,0.06,0.0,0.0,0.0,0,1.2,75,75,262,1570,0.34
2633,Raphaël Adelino José Guerreiro,27,Bundesliga,Defender,Borussia Dortmund,2222,1154,1068,Portugal,27,13,14,5,1,4,10,8,2,0,0,9,5,4,34,16,18,1,0,0.61,0.41,0.2,0.08,0.34,444,1.38,65,82,2222,222,0.04
2634,Raphaël Varane,28,La Liga,Defender,Real Madrid,2717,1306,1411,France,31,15,16,2,0,2,0,0,0,0,0,14,8,6,23,9,14,2,0,0.07,0.0,0.07,0.0,0.13,1359,0.76,118,88,1359,0,0.07
2635,Raul ?teau,20,Serie A,Midfielder,Sassuolo,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2636,Raul Moro Prescoli,18,Serie A,Forward,Lazio,10,0,10,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,0.0
2637,Rayan Aït Nouri,20,Premier League,Defender,Wolverhampton Wanderers,1405,762,643,France,21,11,10,1,1,0,1,1,0,0,0,5,3,2,22,13,9,1,0,0.13,0.06,0.06,0.12,0.0,1405,1.41,64,67,1405,1405,0.06
2638,Rayan Aït Nouri,20,Ligue 1,Defender,Angers SCO,187,78,109,France,3,1,2,0,0,0,1,1,0,0,0,0,0,0,8,2,6,0,0,0.48,0.48,0.0,0.0,0.0,0,3.85,23,62,0,187,0.0
2639,Rayan Philippe,20,Ligue 1,Forward,Dijon,91,76,15,France,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.99,91,23,0,0,0.0
2640,Rayan Souici,23,Ligue 1,Midfielder,Saint-Étienne,4,4,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,0.0
2641,Razvan Sava,19,Serie A,Goalkeeper,Torino,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2642,Raúl Albiol,35,La Liga,Defender,Villarreal,3119,1595,1524,Spain,35,18,17,0,0,0,0,0,0,0,0,9,3,6,39,22,17,7,0,0.0,0.0,0.0,0.0,0.0,0,1.13,80,89,446,0,0.2
2643,Raúl Alonso Jiménez Rodríguez,30,Premier League,Forward,Wolverhampton Wanderers,825,450,375,Mexico,10,5,5,4,2,2,0,0,0,0,0,4,2,2,8,4,4,0,0,0.44,0.0,0.44,0.4,0.48,206,0.87,103,83,0,0,0.0
2644,Raúl Blanco Juncal,20,La Liga,Midfielder,Celta de Vigo,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2645,Raúl García,35,La Liga,Midfielder,Athletic Club Bilbao,1745,793,952,Spain,34,16,18,5,3,2,1,1,0,2,1,8,4,4,28,14,14,9,2,0.31,0.05,0.26,0.34,0.19,349,1.44,62,51,175,1745,0.52
2646,Raúl García Carnero,32,La Liga,Defender,Real Valladolid,502,132,370,Spain,8,3,5,1,0,1,0,0,0,0,0,1,0,1,8,4,4,2,0,0.18,0.0,0.18,0.0,0.24,502,1.43,63,63,251,0,0.36
2647,Raúl José Asencio Moraes,23,Serie A,Forward,Genoa,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2648,Raúl Navas,33,La Liga,Defender,CA Osasuna,169,79,90,Spain,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0.0,0.0,0.0,0.0,0.0,0,3.2,28,85,0,0,0.0
2649,Raúl Torrente Navarro,20,La Liga,Defender,Granada CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2650,Recio,30,La Liga,Midfielder,SD Eibar,730,228,502,Spain,17,6,11,1,0,1,0,0,0,1,0,3,2,1,14,2,12,5,0,0.12,0.0,0.12,0.0,0.18,730,1.73,52,43,146,0,0.62
2651,Reda Jousef Khadra,20,Premier League,Midfielder,Brighton & Hove Albion,4,0,4,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,0.0
2652,Redi Kasa,19,Serie A,Midfielder,Parma,0,0,0,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2653,Reece Hannam,20,Premier League,Defender,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2654,Reece James,21,Premier League,Defender,Chelsea,2366,976,1390,England,32,14,18,1,0,1,2,1,1,0,0,14,7,7,26,10,16,3,0,0.11,0.08,0.04,0.0,0.06,2366,0.99,91,74,789,1183,0.11
2655,Reece Oxford,22,Bundesliga,Defender,Augsburg,1347,604,743,England,24,13,11,0,0,0,0,0,0,0,0,7,3,4,26,12,14,2,0,0.0,0.0,0.0,0.0,0.0,0,1.74,52,56,674,0,0.13
2656,Reece Welch,17,Premier League,Defender,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2657,Reinaldo Radu,19,Serie A,Defender,Parma,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2658,Reinhold Yabo,29,Bundesliga,Midfielder,Arminia Bielefeld,650,406,244,Germany,13,8,5,1,1,0,0,0,0,0,0,3,2,1,11,5,6,1,0,0.14,0.0,0.14,0.22,0.0,650,1.52,59,50,650,0,0.14
2659,Reinier Jesus Carvalho,19,Bundesliga,Midfielder,Borussia Dortmund,244,141,103,Brazil,14,7,7,1,1,0,1,1,0,0,0,5,3,2,4,3,1,0,0,0.74,0.37,0.37,0.64,0.0,244,1.48,61,17,0,244,0.0
2660,Reinildo Isnard Mandava,27,Ligue 1,Defender,Lille,2181,1107,1074,Mozambique,29,13,16,0,0,0,0,0,0,0,0,14,5,9,11,8,3,3,1,0.0,0.0,0.0,0.0,0.0,0,0.45,198,75,545,0,0.17
2661,Reiss Nelson,21,Premier League,Forward,Arsenal,69,25,44,England,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,35,0,0,0.0
2662,Rekeem Harper,21,Premier League,Midfielder,West Bromwich Albion,30,30,0,England,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6.0,15,15,0,0,0.0
2663,Remi Vita,20,Bundesliga,Defender,Bayern München,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2664,Remo Freuler,29,Serie A,Midfielder,Atalanta,2721,1348,1373,Switzerland,34,17,17,2,1,1,3,2,1,0,0,10,6,4,27,14,13,5,0,0.17,0.1,0.07,0.07,0.07,1361,0.89,101,80,544,907,0.17
2665,Renan Augusto Lodi dos Santos,23,La Liga,Defender,Atlético Madrid,1123,719,404,Brazil,23,12,11,1,1,0,2,2,0,0,0,8,4,4,10,7,3,3,0,0.24,0.16,0.08,0.13,0.0,1123,0.8,112,49,374,562,0.24
2666,Renato Fabrizio Tapia Cortijo,26,La Liga,Midfielder,Celta de Vigo,2710,1323,1387,Peru,32,16,16,0,0,0,1,0,1,0,0,8,4,4,37,19,18,11,0,0.03,0.03,0.0,0.0,0.0,0,1.23,73,85,246,2710,0.37
2667,Renato Sanches,23,Ligue 1,Midfielder,Lille,1272,481,791,Portugal,23,9,14,1,0,1,3,0,3,0,0,14,6,8,9,2,7,4,0,0.28,0.21,0.07,0.0,0.11,1272,0.64,141,55,318,424,0.28
2668,Renato Steffen,29,Bundesliga,Midfielder,Wolfsburg,1578,720,858,Switzerland,21,9,12,5,2,3,4,2,2,0,0,10,5,5,14,6,8,3,0,0.51,0.23,0.29,0.25,0.31,316,0.8,113,75,526,395,0.17
2669,Renaud Emond,29,Ligue 1,Forward,Nantes,338,214,124,Belgium,22,11,11,2,2,0,0,0,0,0,0,2,1,1,5,3,2,1,0,0.53,0.0,0.53,0.84,0.0,169,1.33,68,15,338,0,0.27
2670,Renaud Ripart,28,Ligue 1,Forward,Nîmes,3063,1529,1534,France,38,19,19,11,4,7,0,0,0,6,1,8,3,5,57,29,28,3,0,0.32,0.0,0.32,0.24,0.41,278,1.67,54,81,1021,0,0.09
2671,Rhian Brewster,21,Premier League,Forward,Sheffield United,1124,535,589,England,27,14,13,0,0,0,0,0,0,0,0,4,4,0,15,6,9,1,0,0.0,0.0,0.0,0.0,0.0,0,1.2,75,42,1124,0,0.08
2672,Rhys Williams,20,Premier League,Defender,Liverpool,660,390,270,England,9,5,4,0,0,0,0,0,0,0,0,4,2,2,6,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.82,110,73,0,0,0.0
2673,Ricard Puig Martí,21,La Liga,Midfielder,FC Barcelona,282,154,128,Spain,14,6,8,1,0,1,0,0,0,0,0,5,1,4,4,3,1,1,0,0.32,0.0,0.32,0.0,0.7,282,1.28,71,20,282,0,0.32
2674,Ricard Sánchez Sendra,21,La Liga,Defender,Atlético Madrid,29,29,0,Spain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,29,0,0,0.0
2675,Ricardo Domingos Barbosa Pereira,27,Premier League,Defender,Leicester City,959,410,549,Portugal,15,8,7,0,0,0,1,0,1,0,0,4,2,2,18,12,6,3,0,0.09,0.09,0.0,0.0,0.0,0,1.69,53,64,320,959,0.28
2676,Ricardo Rodríguez,28,Serie A,Defender,Torino,1245,549,696,Switzerland,16,7,9,0,0,0,0,0,0,0,0,2,1,1,27,14,13,1,0,0.0,0.0,0.0,0.0,0.0,0,1.95,46,78,1245,0,0.07
2677,Riccardo Calafiori,19,Serie A,Defender,Roma,65,65,0,Italy,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0,2.77,33,22,33,0,2.77
2678,Riccardo Capellini,21,Serie A,Midfielder,Juventus,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2679,Riccardo Ciervo,19,Serie A,Forward,Roma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2680,Riccardo Gagliolo,31,Serie A,Defender,Parma,1955,976,979,Italy,28,14,14,2,2,0,2,0,2,0,0,4,4,0,41,21,20,6,0,0.18,0.09,0.09,0.18,0.0,978,1.89,48,70,326,978,0.28
2681,Riccardo Improta,27,Serie A,Forward,Benevento,2332,1095,1237,Italy,34,17,17,1,0,1,0,0,0,0,0,6,2,4,46,22,24,7,0,0.04,0.0,0.04,0.0,0.07,2332,1.78,51,69,333,0,0.27
2682,Riccardo Ladinetti,20,Serie A,Midfielder,Cagliari,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2683,Riccardo Marchizza,23,Serie A,Defender,Spezia,1561,869,692,Italy,24,12,12,0,0,0,2,2,0,0,0,3,1,2,27,13,14,4,0,0.12,0.12,0.0,0.0,0.0,0,1.56,58,65,390,781,0.23
2684,Riccardo Orsolini,24,Serie A,Forward,Bologna,1757,982,775,Italy,34,18,16,7,4,3,3,3,0,3,0,5,3,2,31,17,14,0,0,0.51,0.15,0.36,0.37,0.35,251,1.59,57,52,0,586,0.0
2685,Riccardo Saponara,29,Serie A,Midfielder,Spezia,444,283,161,Italy,11,7,4,2,1,1,0,0,0,0,0,1,1,0,8,5,3,2,1,0.41,0.0,0.41,0.32,0.56,222,1.62,56,40,222,0,0.41
2686,Riccardo Sottil,22,Serie A,Forward,Cagliari,1188,613,575,Italy,21,11,10,2,2,0,1,0,1,0,0,2,1,1,20,8,12,3,0,0.23,0.08,0.15,0.29,0.0,594,1.52,59,57,396,1188,0.23
2687,Riccardo Tonin,20,Serie A,Forward,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2688,Richard Nartey,22,Premier League,Defender,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2689,Richarlison de Andrade,24,Premier League,Forward,Everton,2872,1555,1317,Brazil,34,18,16,7,3,4,3,2,1,1,0,11,3,8,37,22,15,5,1,0.31,0.09,0.22,0.17,0.27,410,1.16,78,84,479,957,0.19
2690,Rick Karsdorp,26,Serie A,Defender,Roma,2548,1377,1171,Netherlands,34,17,17,1,1,0,6,4,2,0,0,10,9,1,37,12,25,2,0,0.25,0.21,0.04,0.07,0.0,2548,1.31,69,75,1274,425,0.07
2691,Ritsu Doan,23,Bundesliga,Midfielder,Arminia Bielefeld,2786,1385,1401,Japan,34,17,17,5,3,2,2,1,1,0,0,11,6,5,45,22,23,1,0,0.23,0.06,0.16,0.19,0.13,557,1.45,62,82,2786,1393,0.03
2692,Riyad Mahrez,30,Premier League,Midfielder,Manchester City,1955,852,1103,Algeria,27,12,15,9,7,2,6,3,3,0,0,14,7,7,21,11,10,0,0,0.69,0.28,0.41,0.74,0.16,217,0.97,93,72,0,326,0.0
2693,Rob Holding,25,Premier League,Defender,Arsenal,2557,1297,1260,England,30,16,14,0,0,0,1,0,1,0,0,11,4,7,26,14,12,2,0,0.04,0.04,0.0,0.0,0.0,0,0.92,98,85,1279,2557,0.07
2694,Robbie Brady,29,Premier League,Midfielder,Burnley,1055,451,604,Republic of Ireland,19,9,10,1,1,0,1,1,0,0,0,8,2,6,6,3,3,3,0,0.17,0.09,0.09,0.2,0.0,1055,0.51,176,56,352,1055,0.26
2695,Rober,26,La Liga,Defender,Levante UD,1426,729,697,Spain,19,10,9,0,0,0,1,0,1,0,0,2,1,1,24,11,13,4,1,0.06,0.06,0.0,0.0,0.0,0,1.51,59,75,285,1426,0.32
2696,Robert Andrich,26,Bundesliga,Midfielder,Union Berlin,2529,1252,1277,Germany,29,14,15,5,5,0,2,0,2,0,0,7,4,3,31,15,16,6,1,0.25,0.07,0.18,0.36,0.0,506,1.1,82,87,361,1265,0.25
2697,Robert Gumny,23,Bundesliga,Defender,Augsburg,1372,695,677,Poland,24,12,12,1,1,0,0,0,0,0,0,3,1,2,27,11,16,4,0,0.07,0.0,0.07,0.13,0.0,1372,1.77,51,57,343,0,0.26
2698,Robert Kenedy Nunes do Nascimento,25,La Liga,Midfielder,Granada CF,1476,802,674,Brazil,28,15,13,4,2,2,3,2,1,0,0,7,6,1,20,7,13,3,0,0.43,0.18,0.24,0.22,0.27,369,1.22,74,53,492,492,0.18
2699,Robert Lewandowski,32,Bundesliga,Forward,Bayern München,2463,1308,1155,Poland,29,15,14,41,27,14,7,5,2,8,1,7,4,3,36,20,16,4,0,1.75,0.26,1.5,1.86,1.09,60,1.32,68,85,616,352,0.15
2700,Robert Lynch Sanchez,23,Premier League,Goalkeeper,Brighton & Hove Albion,2430,1170,1260,Spain,27,13,14,0,0,0,0,0,0,0,0,10,6,4,25,11,14,2,0,0.0,0.0,0.0,0.0,0.0,0,0.93,97,90,1215,0,0.07
2701,Robert Navarro Muñoz,19,La Liga,Midfielder,Real Sociedad,34,0,34,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,34,0,0,0.0
2702,Robert Nesta Glatzel,27,Bundesliga,Forward,Mainz 05,352,211,141,Germany,13,7,6,2,0,2,0,0,0,0,0,4,2,2,5,2,3,0,0,0.51,0.0,0.51,0.0,1.28,176,1.28,70,27,0,0,0.0
2703,Robert Skov,25,Bundesliga,Midfielder,Hoffenheim,1198,650,548,Denmark,23,12,11,1,0,1,0,0,0,0,0,2,1,1,18,11,7,1,1,0.08,0.0,0.08,0.0,0.16,1198,1.35,67,52,599,0,0.15
2704,Robert Snodgrass,33,Premier League,Midfielder,West Bromwich Albion,529,250,279,Scotland,11,5,6,0,0,0,0,0,0,0,0,0,0,0,14,8,6,2,0,0.0,0.0,0.0,0.0,0.0,0,2.38,38,48,265,0,0.34
2705,Robert Vallribera Ruiz,19,La Liga,Defender,Deportivo Alavés,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0
2706,Roberto,35,La Liga,Goalkeeper,Real Valladolid,1170,720,450,Spain,13,8,5,0,0,0,0,0,0,0,0,1,0,1,13,8,5,1,1,0.0,0.0,0.0,0.0,0.0,0,1.0,90,90,585,0,0.15
2707,Roberto Antonio Correa Silva,28,La Liga,Defender,SD Eibar,1139,665,474,Spain,15,9,6,0,0,0,2,1,1,0,0,6,4,2,10,2,8,3,0,0.16,0.16,0.0,0.0,0.0,0,0.79,114,76,380,570,0.24
2708,Roberto Firmino,29,Premier League,Forward,Liverpool,2852,1409,1443,Brazil,36,18,18,9,3,6,7,2,5,0,0,11,5,6,37,18,19,2,0,0.5,0.22,0.28,0.19,0.37,317,1.17,77,79,1426,407,0.06
